"","x"
"1703","ENSSSCG00000017362"
"1704","ENSSSCG00000017366"
"1705","ENSSSCG00000017367"
"1706","ENSSSCG00000017438"
"1707","ENSSSCG00000017642"
"1708","ENSSSCG00000018044"
"1709","ENSSSCG00000021204"
"1710","ENSSSCG00000022177"
"1711","ENSSSCG00000022236"
"1712","ENSSSCG00000022351"
"1713","ENSSSCG00000022741"
"1714","ENSSSCG00000022760"
"1715","ENSSSCG00000022804"
"1716","ENSSSCG00000023393"
"1717","ENSSSCG00000023514"
"1718","ENSSSCG00000023522"
"1719","ENSSSCG00000023599"
"1720","ENSSSCG00000024259"
"1721","ENSSSCG00000024336"
"1722","ENSSSCG00000024389"
"1723","ENSSSCG00000025130"
"1724","ENSSSCG00000025393"
"1725","ENSSSCG00000025651"
"1726","ENSSSCG00000026422"
"1727","ENSSSCG00000027017"
"1728","ENSSSCG00000027667"
"1729","ENSSSCG00000027997"
"1730","ENSSSCG00000028466"
"1731","ENSSSCG00000028814"
"1732","ENSSSCG00000028974"
"1733","ENSSSCG00000029630"
"1734","ENSSSCG00000029761"
"1735","ENSSSCG00000030300"
"1736","ENSSSCG00000031634"
"1737","ENSSSCG00000031938"
"1738","ENSSSCG00000031948"
"1739","ENSSSCG00000032320"
"1740","ENSSSCG00000032798"
"1741","ENSSSCG00000033727"
"1742","ENSSSCG00000035082"
"1743","ENSSSCG00000035258"
"1744","ENSSSCG00000035479"
"1745","ENSSSCG00000035883"
"1746","ENSSSCG00000036291"
"1747","ENSSSCG00000036428"
"1748","ENSSSCG00000036555"
"1749","ENSSSCG00000037559"
"1750","ENSSSCG00000037697"
"1751","ENSSSCG00000037878"
"1752","ENSSSCG00000038733"
"1753","ENSSSCG00000038806"
"1754","ENSSSCG00000039119"
"1755","ENSSSCG00000039218"
"1756","ENSSSCG00000039370"
"1757","ENSSSCG00000039609"
"1758","ENSSSCG00000039702"
"1759","ENSSSCG00000040561"
"1760","ENSSSCG00000041289"
"1761","ENSSSCG00000043110"
"1762","ENSSSCG00000043991"
"1763","ENSSSCG00000044412"
"1764","ENSSSCG00000044899"
"1765","ENSSSCG00000046644"
"1766","ENSSSCG00000046834"
"1767","ENSSSCG00000048325"
"1768","ENSSSCG00000048831"
"1769","ENSSSCG00000049740"
"1770","ENSSSCG00000050094"
"1771","ENSSSCG00000050502"
"1772","ENSSSCG00000050531"
"1773","ENSSSCG00000000633"
"1774","ENSSSCG00000000708"
"1775","ENSSSCG00000003400"
"1776","ENSSSCG00000003807"
"1777","ENSSSCG00000004087"
"1778","ENSSSCG00000005177"
"1779","ENSSSCG00000005297"
"1780","ENSSSCG00000006321"
"1781","ENSSSCG00000006530"
"1782","ENSSSCG00000006666"
"1783","ENSSSCG00000007032"
"1784","ENSSSCG00000008054"
"1785","ENSSSCG00000008444"
"1786","ENSSSCG00000008549"
"1787","ENSSSCG00000008615"
"1788","ENSSSCG00000008816"
"1789","ENSSSCG00000009627"
"1790","ENSSSCG00000009668"
"1791","ENSSSCG00000009672"
"1792","ENSSSCG00000009988"
"1793","ENSSSCG00000010023"
"1794","ENSSSCG00000010332"
"1795","ENSSSCG00000010534"
"1796","ENSSSCG00000011064"
"1797","ENSSSCG00000011332"
"1798","ENSSSCG00000011601"
"1799","ENSSSCG00000011622"
"1800","ENSSSCG00000011810"
"1801","ENSSSCG00000011941"
"1802","ENSSSCG00000012857"
"1803","ENSSSCG00000012999"
"1804","ENSSSCG00000013004"
"1805","ENSSSCG00000013027"
"1806","ENSSSCG00000013031"
"1807","ENSSSCG00000013064"
"1808","ENSSSCG00000013778"
"1809","ENSSSCG00000015056"
"1810","ENSSSCG00000015795"
"1811","ENSSSCG00000015796"
"1812","ENSSSCG00000016695"
"1813","ENSSSCG00000016850"
"1814","ENSSSCG00000017289"
"1815","ENSSSCG00000023409"
"1816","ENSSSCG00000023434"
"1817","ENSSSCG00000023680"
"1818","ENSSSCG00000024174"
"1819","ENSSSCG00000025119"
"1820","ENSSSCG00000025589"
"1821","ENSSSCG00000028600"
"1822","ENSSSCG00000028997"
"1823","ENSSSCG00000030305"
"1824","ENSSSCG00000031321"
"1825","ENSSSCG00000032390"
"1826","ENSSSCG00000032763"
"1827","ENSSSCG00000033214"
"1828","ENSSSCG00000033544"
"1829","ENSSSCG00000033566"
"1830","ENSSSCG00000035102"
"1831","ENSSSCG00000035299"
"1832","ENSSSCG00000036086"
"1833","ENSSSCG00000036201"
"1834","ENSSSCG00000036307"
"1835","ENSSSCG00000036744"
"1836","ENSSSCG00000037131"
"1837","ENSSSCG00000037257"
"1838","ENSSSCG00000038694"
"1839","ENSSSCG00000039526"
"1840","ENSSSCG00000040097"
"1841","ENSSSCG00000041160"
"1842","ENSSSCG00000042468"
"1843","ENSSSCG00000043036"
"1844","ENSSSCG00000044902"
"1845","ENSSSCG00000047800"
"1846","ENSSSCG00000050380"
"1847","ENSSSCG00000050878"
"1848","ENSSSCG00000051033"
"1849","ENSSSCG00000000028"
"1850","ENSSSCG00000000082"
"1851","ENSSSCG00000000111"
"1852","ENSSSCG00000000131"
"1853","ENSSSCG00000000184"
"1854","ENSSSCG00000000257"
"1855","ENSSSCG00000000368"
"1856","ENSSSCG00000000435"
"1857","ENSSSCG00000000843"
"1858","ENSSSCG00000001247"
"1859","ENSSSCG00000001625"
"1860","ENSSSCG00000002786"
"1861","ENSSSCG00000002923"
"1862","ENSSSCG00000003077"
"1863","ENSSSCG00000003100"
"1864","ENSSSCG00000003102"
"1865","ENSSSCG00000003268"
"1866","ENSSSCG00000004334"
"1867","ENSSSCG00000004339"
"1868","ENSSSCG00000004414"
"1869","ENSSSCG00000004537"
"1870","ENSSSCG00000004698"
"1871","ENSSSCG00000004774"
"1872","ENSSSCG00000005183"
"1873","ENSSSCG00000005272"
"1874","ENSSSCG00000005273"
"1875","ENSSSCG00000005312"
"1876","ENSSSCG00000005608"
"1877","ENSSSCG00000005715"
"1878","ENSSSCG00000005910"
"1879","ENSSSCG00000005935"
"1880","ENSSSCG00000005965"
"1881","ENSSSCG00000006033"
"1882","ENSSSCG00000006245"
"1883","ENSSSCG00000006452"
"1884","ENSSSCG00000006667"
"1885","ENSSSCG00000006735"
"1886","ENSSSCG00000007157"
"1887","ENSSSCG00000007373"
"1888","ENSSSCG00000007470"
"1889","ENSSSCG00000007492"
"1890","ENSSSCG00000007549"
"1891","ENSSSCG00000007652"
"1892","ENSSSCG00000007780"
"1893","ENSSSCG00000007858"
"1894","ENSSSCG00000007955"
"1895","ENSSSCG00000007977"
"1896","ENSSSCG00000008287"
"1897","ENSSSCG00000008314"
"1898","ENSSSCG00000008550"
"1899","ENSSSCG00000008725"
"1900","ENSSSCG00000008952"
"1901","ENSSSCG00000009061"
"1902","ENSSSCG00000009166"
"1903","ENSSSCG00000009172"
"1904","ENSSSCG00000009501"
"1905","ENSSSCG00000009865"
"1906","ENSSSCG00000010254"
"1907","ENSSSCG00000010291"
"1908","ENSSSCG00000010298"
"1909","ENSSSCG00000010903"
"1910","ENSSSCG00000011695"
"1911","ENSSSCG00000012030"
"1912","ENSSSCG00000012075"
"1913","ENSSSCG00000012862"
"1914","ENSSSCG00000013017"
"1915","ENSSSCG00000013025"
"1916","ENSSSCG00000013052"
"1917","ENSSSCG00000013060"
"1918","ENSSSCG00000013782"
"1919","ENSSSCG00000014097"
"1920","ENSSSCG00000014326"
"1921","ENSSSCG00000014538"
"1922","ENSSSCG00000014569"
"1923","ENSSSCG00000014955"
"1924","ENSSSCG00000015476"
"1925","ENSSSCG00000015489"
"1926","ENSSSCG00000015569"
"1927","ENSSSCG00000015619"
"1928","ENSSSCG00000016009"
"1929","ENSSSCG00000016314"
"1930","ENSSSCG00000016605"
"1931","ENSSSCG00000016773"
"1932","ENSSSCG00000017009"
"1933","ENSSSCG00000017192"
"1934","ENSSSCG00000017237"
"1935","ENSSSCG00000017274"
"1936","ENSSSCG00000017422"
"1937","ENSSSCG00000017591"
"1938","ENSSSCG00000017614"
"1939","ENSSSCG00000017752"
"1940","ENSSSCG00000017763"
"1941","ENSSSCG00000017913"
"1942","ENSSSCG00000017996"
"1943","ENSSSCG00000018042"
"1944","ENSSSCG00000018049"
"1945","ENSSSCG00000019114"
"1946","ENSSSCG00000019165"
"1947","ENSSSCG00000020749"
"1948","ENSSSCG00000020868"
"1949","ENSSSCG00000020984"
"1950","ENSSSCG00000020988"
"1951","ENSSSCG00000020989"
"1952","ENSSSCG00000021837"
"1953","ENSSSCG00000022145"
"1954","ENSSSCG00000022324"
"1955","ENSSSCG00000022857"
"1956","ENSSSCG00000023155"
"1957","ENSSSCG00000023485"
"1958","ENSSSCG00000023732"
"1959","ENSSSCG00000023749"
"1960","ENSSSCG00000023771"
"1961","ENSSSCG00000023956"
"1962","ENSSSCG00000024126"
"1963","ENSSSCG00000024235"
"1964","ENSSSCG00000024314"
"1965","ENSSSCG00000024718"
"1966","ENSSSCG00000024900"
"1967","ENSSSCG00000025316"
"1968","ENSSSCG00000025593"
"1969","ENSSSCG00000025729"
"1970","ENSSSCG00000026414"
"1971","ENSSSCG00000026421"
"1972","ENSSSCG00000026931"
"1973","ENSSSCG00000027249"
"1974","ENSSSCG00000027459"
"1975","ENSSSCG00000027755"
"1976","ENSSSCG00000027922"
"1977","ENSSSCG00000027975"
"1978","ENSSSCG00000028635"
"1979","ENSSSCG00000028713"
"1980","ENSSSCG00000029119"
"1981","ENSSSCG00000029185"
"1982","ENSSSCG00000029240"
"1983","ENSSSCG00000029538"
"1984","ENSSSCG00000029641"
"1985","ENSSSCG00000030388"
"1986","ENSSSCG00000030484"
"1987","ENSSSCG00000031129"
"1988","ENSSSCG00000031352"
"1989","ENSSSCG00000031533"
"1990","ENSSSCG00000032782"
"1991","ENSSSCG00000032971"
"1992","ENSSSCG00000033103"
"1993","ENSSSCG00000033117"
"1994","ENSSSCG00000033313"
"1995","ENSSSCG00000033505"
"1996","ENSSSCG00000033527"
"1997","ENSSSCG00000033564"
"1998","ENSSSCG00000033577"
"1999","ENSSSCG00000034178"
"2000","ENSSSCG00000034288"
"2001","ENSSSCG00000034474"
"2002","ENSSSCG00000035025"
"2003","ENSSSCG00000035583"
"2004","ENSSSCG00000035850"
"2005","ENSSSCG00000036026"
"2006","ENSSSCG00000036294"
"2007","ENSSSCG00000036383"
"2008","ENSSSCG00000036884"
"2009","ENSSSCG00000037071"
"2010","ENSSSCG00000037137"
"2011","ENSSSCG00000037427"
"2012","ENSSSCG00000037431"
"2013","ENSSSCG00000037445"
"2014","ENSSSCG00000037782"
"2015","ENSSSCG00000038008"
"2016","ENSSSCG00000038350"
"2017","ENSSSCG00000038439"
"2018","ENSSSCG00000038515"
"2019","ENSSSCG00000038717"
"2020","ENSSSCG00000038825"
"2021","ENSSSCG00000039183"
"2022","ENSSSCG00000039568"
"2023","ENSSSCG00000039650"
"2024","ENSSSCG00000039700"
"2025","ENSSSCG00000039798"
"2026","ENSSSCG00000039858"
"2027","ENSSSCG00000039862"
"2028","ENSSSCG00000040134"
"2029","ENSSSCG00000040406"
"2030","ENSSSCG00000040435"
"2031","ENSSSCG00000040448"
"2032","ENSSSCG00000040509"
"2033","ENSSSCG00000040729"
"2034","ENSSSCG00000040875"
"2035","ENSSSCG00000041580"
"2036","ENSSSCG00000041617"
"2037","ENSSSCG00000041649"
"2038","ENSSSCG00000041667"
"2039","ENSSSCG00000041880"
"2040","ENSSSCG00000042108"
"2041","ENSSSCG00000042362"
"2042","ENSSSCG00000042427"
"2043","ENSSSCG00000042585"
"2044","ENSSSCG00000042639"
"2045","ENSSSCG00000042939"
"2046","ENSSSCG00000042956"
"2047","ENSSSCG00000043197"
"2048","ENSSSCG00000043202"
"2049","ENSSSCG00000043372"
"2050","ENSSSCG00000043444"
"2051","ENSSSCG00000044793"
"2052","ENSSSCG00000044926"
"2053","ENSSSCG00000045102"
"2054","ENSSSCG00000045555"
"2055","ENSSSCG00000045879"
"2056","ENSSSCG00000046210"
"2057","ENSSSCG00000046865"
"2058","ENSSSCG00000048346"
"2059","ENSSSCG00000049134"
"2060","ENSSSCG00000049371"
"2061","ENSSSCG00000049504"
"2062","ENSSSCG00000049544"
"2063","ENSSSCG00000049968"
"2064","ENSSSCG00000050272"
"2065","ENSSSCG00000050406"
"2066","ENSSSCG00000050462"
"2067","ENSSSCG00000051085"
"2068","ENSSSCG00000051093"
"2069","ENSSSCG00000051521"
"2070","ENSSSCG00000051682"
"2071","ENSSSCG00000000682"
"2072","ENSSSCG00000000709"
"2073","ENSSSCG00000000871"
"2074","ENSSSCG00000001342"
"2075","ENSSSCG00000001787"
"2076","ENSSSCG00000001840"
"2077","ENSSSCG00000002388"
"2078","ENSSSCG00000003218"
"2079","ENSSSCG00000003421"
"2080","ENSSSCG00000003875"
"2081","ENSSSCG00000005455"
"2082","ENSSSCG00000005652"
"2083","ENSSSCG00000006202"
"2084","ENSSSCG00000006369"
"2085","ENSSSCG00000006775"
"2086","ENSSSCG00000007437"
"2087","ENSSSCG00000007473"
"2088","ENSSSCG00000007523"
"2089","ENSSSCG00000007543"
"2090","ENSSSCG00000007718"
"2091","ENSSSCG00000007850"
"2092","ENSSSCG00000008758"
"2093","ENSSSCG00000008854"
"2094","ENSSSCG00000010005"
"2095","ENSSSCG00000010238"
"2096","ENSSSCG00000010404"
"2097","ENSSSCG00000010574"
"2098","ENSSSCG00000010809"
"2099","ENSSSCG00000012076"
"2100","ENSSSCG00000012969"
"2101","ENSSSCG00000013117"
"2102","ENSSSCG00000013344"
"2103","ENSSSCG00000014030"
"2104","ENSSSCG00000014157"
"2105","ENSSSCG00000014672"
"2106","ENSSSCG00000014822"
"2107","ENSSSCG00000015145"
"2108","ENSSSCG00000015302"
"2109","ENSSSCG00000015346"
"2110","ENSSSCG00000015402"
"2111","ENSSSCG00000015413"
"2112","ENSSSCG00000015815"
"2113","ENSSSCG00000015844"
"2114","ENSSSCG00000016219"
"2115","ENSSSCG00000017233"
"2116","ENSSSCG00000017317"
"2117","ENSSSCG00000017638"
"2118","ENSSSCG00000017726"
"2119","ENSSSCG00000017880"
"2120","ENSSSCG00000017902"
"2121","ENSSSCG00000018041"
"2122","ENSSSCG00000020915"
"2123","ENSSSCG00000021457"
"2124","ENSSSCG00000021867"
"2125","ENSSSCG00000022080"
"2126","ENSSSCG00000022868"
"2127","ENSSSCG00000022948"
"2128","ENSSSCG00000023173"
"2129","ENSSSCG00000023501"
"2130","ENSSSCG00000023612"
"2131","ENSSSCG00000023627"
"2132","ENSSSCG00000023672"
"2133","ENSSSCG00000024260"
"2134","ENSSSCG00000024281"
"2135","ENSSSCG00000024307"
"2136","ENSSSCG00000025618"
"2137","ENSSSCG00000026395"
"2138","ENSSSCG00000026816"
"2139","ENSSSCG00000027641"
"2140","ENSSSCG00000028766"
"2141","ENSSSCG00000028995"
"2142","ENSSSCG00000029502"
"2143","ENSSSCG00000029602"
"2144","ENSSSCG00000031602"
"2145","ENSSSCG00000031851"
"2146","ENSSSCG00000032113"
"2147","ENSSSCG00000032698"
"2148","ENSSSCG00000033009"
"2149","ENSSSCG00000033217"
"2150","ENSSSCG00000033359"
"2151","ENSSSCG00000033906"
"2152","ENSSSCG00000033909"
"2153","ENSSSCG00000034329"
"2154","ENSSSCG00000034994"
"2155","ENSSSCG00000035592"
"2156","ENSSSCG00000036427"
"2157","ENSSSCG00000036814"
"2158","ENSSSCG00000037351"
"2159","ENSSSCG00000037524"
"2160","ENSSSCG00000039201"
"2161","ENSSSCG00000039929"
"2162","ENSSSCG00000040107"
"2163","ENSSSCG00000040575"
"2164","ENSSSCG00000040889"
"2165","ENSSSCG00000041395"
"2166","ENSSSCG00000041868"
"2167","ENSSSCG00000042109"
"2168","ENSSSCG00000042332"
"2169","ENSSSCG00000042808"
"2170","ENSSSCG00000043189"
"2171","ENSSSCG00000045488"
"2172","ENSSSCG00000045932"
"2173","ENSSSCG00000046640"
"2174","ENSSSCG00000047210"
"2175","ENSSSCG00000047637"
"2176","ENSSSCG00000047876"
"2177","ENSSSCG00000047902"
"2178","ENSSSCG00000048144"
"2179","ENSSSCG00000048389"
"2180","ENSSSCG00000048448"
"2181","ENSSSCG00000048543"
"2182","ENSSSCG00000049332"
"2183","ENSSSCG00000049451"
"2184","ENSSSCG00000050256"
"2185","ENSSSCG00000050769"
"2186","ENSSSCG00000051036"
"2187","ENSSSCG00000051298"
"2188","ENSSSCG00000051362"
"2189","ENSSSCG00000051674"
"2190","ENSSSCG00000051710"
"2191","ENSSSCG00000051794"
"2192","ENSSSCG00000000204"
"2193","ENSSSCG00000000279"
"2194","ENSSSCG00000001209"
"2195","ENSSSCG00000001391"
"2196","ENSSSCG00000001520"
"2197","ENSSSCG00000001706"
"2198","ENSSSCG00000001723"
"2199","ENSSSCG00000001779"
"2200","ENSSSCG00000002026"
"2201","ENSSSCG00000002032"
"2202","ENSSSCG00000002262"
"2203","ENSSSCG00000002380"
"2204","ENSSSCG00000002795"
"2205","ENSSSCG00000002916"
"2206","ENSSSCG00000003083"
"2207","ENSSSCG00000003216"
"2208","ENSSSCG00000003325"
"2209","ENSSSCG00000004002"
"2210","ENSSSCG00000004621"
"2211","ENSSSCG00000004703"
"2212","ENSSSCG00000004945"
"2213","ENSSSCG00000005269"
"2214","ENSSSCG00000005688"
"2215","ENSSSCG00000005773"
"2216","ENSSSCG00000006192"
"2217","ENSSSCG00000006303"
"2218","ENSSSCG00000006304"
"2219","ENSSSCG00000006388"
"2220","ENSSSCG00000006472"
"2221","ENSSSCG00000006511"
"2222","ENSSSCG00000006872"
"2223","ENSSSCG00000006982"
"2224","ENSSSCG00000007145"
"2225","ENSSSCG00000007736"
"2226","ENSSSCG00000008040"
"2227","ENSSSCG00000008118"
"2228","ENSSSCG00000008503"
"2229","ENSSSCG00000009169"
"2230","ENSSSCG00000009239"
"2231","ENSSSCG00000009354"
"2232","ENSSSCG00000009435"
"2233","ENSSSCG00000010352"
"2234","ENSSSCG00000010456"
"2235","ENSSSCG00000010536"
"2236","ENSSSCG00000010638"
"2237","ENSSSCG00000011386"
"2238","ENSSSCG00000011400"
"2239","ENSSSCG00000011405"
"2240","ENSSSCG00000011811"
"2241","ENSSSCG00000011913"
"2242","ENSSSCG00000013056"
"2243","ENSSSCG00000013246"
"2244","ENSSSCG00000013343"
"2245","ENSSSCG00000013494"
"2246","ENSSSCG00000015285"
"2247","ENSSSCG00000015560"
"2248","ENSSSCG00000015979"
"2249","ENSSSCG00000016061"
"2250","ENSSSCG00000016109"
"2251","ENSSSCG00000016682"
"2252","ENSSSCG00000016716"
"2253","ENSSSCG00000017206"
"2254","ENSSSCG00000017351"
"2255","ENSSSCG00000017541"
"2256","ENSSSCG00000017901"
"2257","ENSSSCG00000017929"
"2258","ENSSSCG00000021238"
"2259","ENSSSCG00000021988"
"2260","ENSSSCG00000022092"
"2261","ENSSSCG00000022423"
"2262","ENSSSCG00000022434"
"2263","ENSSSCG00000022636"
"2264","ENSSSCG00000022679"
"2265","ENSSSCG00000022895"
"2266","ENSSSCG00000023351"
"2267","ENSSSCG00000023596"
"2268","ENSSSCG00000024549"
"2269","ENSSSCG00000024578"
"2270","ENSSSCG00000024776"
"2271","ENSSSCG00000026389"
"2272","ENSSSCG00000026552"
"2273","ENSSSCG00000026818"
"2274","ENSSSCG00000027467"
"2275","ENSSSCG00000029200"
"2276","ENSSSCG00000029231"
"2277","ENSSSCG00000030149"
"2278","ENSSSCG00000030182"
"2279","ENSSSCG00000030345"
"2280","ENSSSCG00000030547"
"2281","ENSSSCG00000030921"
"2282","ENSSSCG00000031261"
"2283","ENSSSCG00000033614"
"2284","ENSSSCG00000033641"
"2285","ENSSSCG00000033830"
"2286","ENSSSCG00000033844"
"2287","ENSSSCG00000034400"
"2288","ENSSSCG00000035000"
"2289","ENSSSCG00000035392"
"2290","ENSSSCG00000035612"
"2291","ENSSSCG00000037143"
"2292","ENSSSCG00000037304"
"2293","ENSSSCG00000037430"
"2294","ENSSSCG00000037501"
"2295","ENSSSCG00000037595"
"2296","ENSSSCG00000038257"
"2297","ENSSSCG00000038327"
"2298","ENSSSCG00000038413"
"2299","ENSSSCG00000040342"
"2300","ENSSSCG00000041734"
"2301","ENSSSCG00000042341"
"2302","ENSSSCG00000043894"
"2303","ENSSSCG00000044128"
"2304","ENSSSCG00000044543"
"2305","ENSSSCG00000044631"
"2306","ENSSSCG00000045200"
"2307","ENSSSCG00000045223"
"2308","ENSSSCG00000046483"
"2309","ENSSSCG00000047264"
"2310","ENSSSCG00000048111"
"2311","ENSSSCG00000048733"
"2312","ENSSSCG00000049934"
"2313","ENSSSCG00000051290"
"2314","ENSSSCG00000000024"
"2315","ENSSSCG00000000113"
"2316","ENSSSCG00000000176"
"2317","ENSSSCG00000000215"
"2318","ENSSSCG00000000393"
"2319","ENSSSCG00000000901"
"2320","ENSSSCG00000001419"
"2321","ENSSSCG00000001434"
"2322","ENSSSCG00000002243"
"2323","ENSSSCG00000002573"
"2324","ENSSSCG00000002652"
"2325","ENSSSCG00000002904"
"2326","ENSSSCG00000002913"
"2327","ENSSSCG00000002988"
"2328","ENSSSCG00000003046"
"2329","ENSSSCG00000003132"
"2330","ENSSSCG00000003463"
"2331","ENSSSCG00000003486"
"2332","ENSSSCG00000003694"
"2333","ENSSSCG00000004716"
"2334","ENSSSCG00000004856"
"2335","ENSSSCG00000005102"
"2336","ENSSSCG00000005630"
"2337","ENSSSCG00000005959"
"2338","ENSSSCG00000006018"
"2339","ENSSSCG00000006693"
"2340","ENSSSCG00000006726"
"2341","ENSSSCG00000006825"
"2342","ENSSSCG00000006877"
"2343","ENSSSCG00000006996"
"2344","ENSSSCG00000007165"
"2345","ENSSSCG00000007340"
"2346","ENSSSCG00000007528"
"2347","ENSSSCG00000007656"
"2348","ENSSSCG00000008045"
"2349","ENSSSCG00000008121"
"2350","ENSSSCG00000008134"
"2351","ENSSSCG00000008599"
"2352","ENSSSCG00000008624"
"2353","ENSSSCG00000008730"
"2354","ENSSSCG00000009116"
"2355","ENSSSCG00000009628"
"2356","ENSSSCG00000009652"
"2357","ENSSSCG00000009874"
"2358","ENSSSCG00000009954"
"2359","ENSSSCG00000010131"
"2360","ENSSSCG00000010396"
"2361","ENSSSCG00000011261"
"2362","ENSSSCG00000011454"
"2363","ENSSSCG00000011892"
"2364","ENSSSCG00000012049"
"2365","ENSSSCG00000012893"
"2366","ENSSSCG00000013252"
"2367","ENSSSCG00000013333"
"2368","ENSSSCG00000013376"
"2369","ENSSSCG00000013377"
"2370","ENSSSCG00000013568"
"2371","ENSSSCG00000013649"
"2372","ENSSSCG00000013654"
"2373","ENSSSCG00000013752"
"2374","ENSSSCG00000014182"
"2375","ENSSSCG00000014379"
"2376","ENSSSCG00000014445"
"2377","ENSSSCG00000014626"
"2378","ENSSSCG00000014670"
"2379","ENSSSCG00000015136"
"2380","ENSSSCG00000015523"
"2381","ENSSSCG00000015711"
"2382","ENSSSCG00000016554"
"2383","ENSSSCG00000016956"
"2384","ENSSSCG00000017307"
"2385","ENSSSCG00000017346"
"2386","ENSSSCG00000017418"
"2387","ENSSSCG00000017866"
"2388","ENSSSCG00000017912"
"2389","ENSSSCG00000017978"
"2390","ENSSSCG00000018058"
"2391","ENSSSCG00000018644"
"2392","ENSSSCG00000021265"
"2393","ENSSSCG00000021448"
"2394","ENSSSCG00000021904"
"2395","ENSSSCG00000022467"
"2396","ENSSSCG00000022706"
"2397","ENSSSCG00000022957"
"2398","ENSSSCG00000023086"
"2399","ENSSSCG00000023371"
"2400","ENSSSCG00000023487"
"2401","ENSSSCG00000023760"
"2402","ENSSSCG00000024881"
"2403","ENSSSCG00000025416"
"2404","ENSSSCG00000025483"
"2405","ENSSSCG00000026004"
"2406","ENSSSCG00000026602"
"2407","ENSSSCG00000028501"
"2408","ENSSSCG00000029425"
"2409","ENSSSCG00000029783"
"2410","ENSSSCG00000031139"
"2411","ENSSSCG00000031170"
"2412","ENSSSCG00000031384"
"2413","ENSSSCG00000031452"
"2414","ENSSSCG00000031565"
"2415","ENSSSCG00000031683"
"2416","ENSSSCG00000031788"
"2417","ENSSSCG00000032019"
"2418","ENSSSCG00000032059"
"2419","ENSSSCG00000032082"
"2420","ENSSSCG00000032280"
"2421","ENSSSCG00000032511"
"2422","ENSSSCG00000032931"
"2423","ENSSSCG00000033037"
"2424","ENSSSCG00000033041"
"2425","ENSSSCG00000033082"
"2426","ENSSSCG00000033106"
"2427","ENSSSCG00000033463"
"2428","ENSSSCG00000033780"
"2429","ENSSSCG00000034151"
"2430","ENSSSCG00000034302"
"2431","ENSSSCG00000034369"
"2432","ENSSSCG00000034963"
"2433","ENSSSCG00000035052"
"2434","ENSSSCG00000035293"
"2435","ENSSSCG00000035964"
"2436","ENSSSCG00000036029"
"2437","ENSSSCG00000036551"
"2438","ENSSSCG00000036781"
"2439","ENSSSCG00000036874"
"2440","ENSSSCG00000037038"
"2441","ENSSSCG00000037044"
"2442","ENSSSCG00000037843"
"2443","ENSSSCG00000037846"
"2444","ENSSSCG00000037875"
"2445","ENSSSCG00000037991"
"2446","ENSSSCG00000038540"
"2447","ENSSSCG00000038864"
"2448","ENSSSCG00000039315"
"2449","ENSSSCG00000039878"
"2450","ENSSSCG00000040062"
"2451","ENSSSCG00000040185"
"2452","ENSSSCG00000040798"
"2453","ENSSSCG00000041094"
"2454","ENSSSCG00000041186"
"2455","ENSSSCG00000041864"
"2456","ENSSSCG00000042250"
"2457","ENSSSCG00000042253"
"2458","ENSSSCG00000042393"
"2459","ENSSSCG00000043687"
"2460","ENSSSCG00000043795"
"2461","ENSSSCG00000043852"
"2462","ENSSSCG00000044141"
"2463","ENSSSCG00000044349"
"2464","ENSSSCG00000044511"
"2465","ENSSSCG00000044603"
"2466","ENSSSCG00000044618"
"2467","ENSSSCG00000044700"
"2468","ENSSSCG00000045377"
"2469","ENSSSCG00000045883"
"2470","ENSSSCG00000045936"
"2471","ENSSSCG00000046239"
"2472","ENSSSCG00000046381"
"2473","ENSSSCG00000047625"
"2474","ENSSSCG00000047913"
"2475","ENSSSCG00000048033"
"2476","ENSSSCG00000048041"
"2477","ENSSSCG00000048042"
"2478","ENSSSCG00000048352"
"2479","ENSSSCG00000048500"
"2480","ENSSSCG00000049636"
"2481","ENSSSCG00000049767"
"2482","ENSSSCG00000050203"
"2483","ENSSSCG00000050723"
"2484","ENSSSCG00000051140"
"2485","ENSSSCG00000051330"
"2486","ENSSSCG00000051618"
"2487","ENSSSCG00000002844"
"2488","ENSSSCG00000003022"
"2489","ENSSSCG00000004074"
"2490","ENSSSCG00000004912"
"2491","ENSSSCG00000004979"
"2492","ENSSSCG00000005243"
"2493","ENSSSCG00000005296"
"2494","ENSSSCG00000006316"
"2495","ENSSSCG00000006385"
"2496","ENSSSCG00000007199"
"2497","ENSSSCG00000008125"
"2498","ENSSSCG00000008635"
"2499","ENSSSCG00000008824"
"2500","ENSSSCG00000009651"
"2501","ENSSSCG00000009875"
"2502","ENSSSCG00000010031"
"2503","ENSSSCG00000010156"
"2504","ENSSSCG00000010570"
"2505","ENSSSCG00000011131"
"2506","ENSSSCG00000011399"
"2507","ENSSSCG00000011641"
"2508","ENSSSCG00000011750"
"2509","ENSSSCG00000013315"
"2510","ENSSSCG00000013902"
"2511","ENSSSCG00000014075"
"2512","ENSSSCG00000014539"
"2513","ENSSSCG00000014935"
"2514","ENSSSCG00000014999"
"2515","ENSSSCG00000015203"
"2516","ENSSSCG00000016116"
"2517","ENSSSCG00000017328"
"2518","ENSSSCG00000017407"
"2519","ENSSSCG00000020701"
"2520","ENSSSCG00000021845"
"2521","ENSSSCG00000022630"
"2522","ENSSSCG00000023166"
"2523","ENSSSCG00000024205"
"2524","ENSSSCG00000026169"
"2525","ENSSSCG00000026323"
